undermine_score,support_score,predict_label,gold
1.5243917,-1.4128786,0,1
4.1300178,-4.532973,0,0
3.6294088,-3.5655417,0,0
4.106565,-4.379319,0,0
4.052506,-4.274156,0,0
3.8167357,-3.8737621,0,0
4.3349695,-4.6584635,0,0
0.31712455,-0.013203494,0,0
-3.447458,3.738488,1,1
-3.6566644,4.024364,1,1
-3.2391896,3.500458,1,1
4.1547217,-4.4555936,0,0
2.9168692,-2.7805276,0,0
4.3031974,-4.7235646,0,0
-2.956253,3.5918322,1,1
-3.0403357,3.4234636,1,1
-3.3796563,3.984753,1,1
-3.5558,3.9314532,1,1
4.0102563,-4.4119625,0,0
3.583522,-3.7986884,0,0
4.3850064,-4.7984776,0,0
-2.6091375,3.1604638,1,1
-3.326761,3.8142848,1,0
-2.2113228,2.540124,1,0
-3.0604568,3.624994,1,0
-2.0613608,2.4202342,1,1
-0.29072696,0.64592904,1,1
3.2469573,-3.1994317,0,1
1.252904,-0.6278276,0,1
0.30553165,0.39893612,1,1
-0.33739507,0.57371455,1,1
-1.1641399,1.781729,1,1
-2.3452563,2.9640756,1,1
-0.9716312,1.4902372,1,1
0.68757343,-0.24483624,0,1
-1.4890064,1.9592553,1,1
3.219339,-3.162278,0,1
-2.1041005,2.3890748,1,1
-2.2900615,2.6302493,1,1
-2.292798,2.9056032,1,0
-1.8519735,2.4060445,1,0
-2.2241082,2.840766,1,0
-0.13237497,0.69805276,1,1
1.0482568,-0.84834003,0,1
2.7313728,-2.2292185,0,1
0.2967193,0.09498798,0,1
-0.84096146,1.3889722,1,1
-1.9197785,2.699686,1,1
2.1436746,-1.6432096,0,0
-1.9451158,2.4714408,1,0
-0.5030518,1.1974168,1,0
-0.9428205,1.4805175,1,1
-0.019663228,0.5913333,1,0
-0.2687018,0.76829845,1,0
0.5040299,-0.15263724,0,0
4.161509,-4.608015,0,1
3.956444,-4.295383,0,1
4.1598067,-4.5879393,0,1
1.5972751,-1.563488,0,0
3.4867945,-3.3170207,0,1
1.2259842,-1.1498972,0,0
-0.0376086,0.19495927,1,0
0.3371926,-0.35611972,0,1
-0.37625515,0.5865519,1,1
1.23467,-1.027107,0,1
-2.5771003,2.8779645,1,1
3.92484,-4.2312145,0,1
-0.08069061,0.35932243,1,0
3.879952,-4.1689563,0,0
2.3392754,-2.584248,0,1
0.20707516,-0.024342455,0,1
2.4813037,-2.4850397,0,1
3.4322662,-3.2663965,0,1
3.0387914,-3.374525,0,0
3.4910908,-3.6461706,0,0
-0.6600465,0.49664837,1,1
0.83213454,-0.9848245,0,1
-3.4410286,3.782209,1,1
-2.4580183,2.7670527,1,1
-0.10074074,-0.017181784,1,1
-2.8568377,3.6137924,1,1
-2.5171113,3.0369492,1,1
-1.9656953,2.3708253,1,1
-2.2207735,2.5508556,1,1
-2.5718992,2.9879892,1,1
-2.1016192,2.3797517,1,0
-3.8078356,4.0177193,1,0
-3.9828172,4.1667695,1,0
-4.009252,4.248162,1,0
-3.608116,3.5985827,1,0
-2.5660384,2.5870557,1,0
1.9869465,-1.529106,0,0
-3.9814174,4.267167,1,1
-3.9017673,4.1775823,1,1
-3.5374622,3.8503776,1,1
-2.4798183,2.913548,1,1
2.3292513,-2.51935,0,1
-3.612401,3.970777,1,1
-3.167974,3.7031283,1,1
4.2413397,-4.5894465,0,0
4.1397843,-4.503494,0,0
-3.8345537,4.2326884,1,1
-2.9020386,2.6965215,1,1
-2.8685665,3.1968718,1,1
-3.6887684,3.6568651,1,1
-3.9858596,4.242492,1,1
-3.3902555,3.7059376,1,1
-3.674737,3.896055,1,1
-3.7063906,4.1192617,1,1
-3.745019,4.204616,1,1
-0.213431,0.31850147,1,1
-3.8789098,3.969323,1,1
-3.3156662,3.643643,1,1
-3.4245987,3.8908823,1,1
-1.803224,2.3387928,1,1
4.2083516,-4.509726,0,0
4.2777076,-4.603152,0,0
4.1058702,-4.395086,0,0
3.7994852,-3.7873912,0,0
4.029792,-3.9626985,0,0
3.569111,-3.7014189,0,0
2.9268556,-2.7980475,0,0
3.0819929,-3.1307924,0,0
1.0236192,-1.1734071,0,0
2.6502593,-2.6257,0,0
2.627269,-2.5096946,0,0
1.421316,-1.0767343,0,0
-0.19249679,0.37415746,1,0
2.0021846,-1.7563665,0,0
0.770482,-0.68041825,0,0
2.1411438,-1.8709602,0,0
3.8293214,-3.9481907,0,0
3.8389487,-3.9384604,0,0
-0.16064025,-0.016928758,1,0
0.22371544,-0.2767748,0,0
1.0965282,-0.8493292,0,0
-0.71818686,1.0402092,1,1
3.579979,-3.566915,0,0
-2.964255,3.4705777,1,1
-2.0793023,2.6108222,1,0
0.15580711,0.2216708,1,0
3.1991305,-3.1619034,0,0
2.46803,-2.426828,0,0
0.3604713,0.032429807,0,0
-0.56977534,0.8675605,1,0
-0.98975295,0.922646,1,1
-1.5381714,1.8968042,1,1
-0.7282301,0.94154924,1,1
0.38249174,-0.4963844,0,1
1.3219362,-1.1486748,0,1
2.4760687,-2.2269158,0,0
0.06591563,0.30108705,1,0
2.9220948,-3.4845395,0,0
-0.38064992,1.1342334,1,1
3.9230165,-3.9677799,0,1
0.17041518,0.51642287,1,1
-2.319129,2.8835125,1,0
-2.2180693,2.7976565,1,0
-0.46950135,1.2015892,1,0
2.3593578,-2.0239167,0,1
3.4928973,-3.7194877,0,1
-2.1915169,2.8951912,1,0
-2.6270304,3.2564864,1,0
-2.4717999,2.780356,1,1
2.6827435,-2.8493652,0,1
-0.5633029,1.0326855,1,0
-1.268121,1.6582742,1,0
4.3342233,-4.618877,0,0
-0.25743315,0.92928034,1,0
-3.868908,4.2261252,1,1
-3.839179,4.15653,1,1
0.27092034,-0.2193098,0,1
-3.9663568,4.2454486,1,1
-3.5522254,3.8223362,1,1
-2.5554774,3.0721798,1,1
4.2627425,-4.4663258,0,0
-3.32976,3.6724467,1,1
-3.68123,4.067,1,1
0.44297293,-0.465139,0,1
3.388585,-3.6455042,0,0
-3.3066864,3.7431812,1,1
-3.2518277,3.8311775,1,1
-3.0972338,3.690147,1,1
0.99458146,-0.5941596,0,0
1.5970998,-1.1628731,0,0
-2.971477,3.5724955,1,1
-3.141761,3.5774784,1,1
-2.472078,3.1381183,1,1
-3.723168,4.1551266,1,1
-4.054803,4.42263,1,1
-3.6873646,4.2347355,1,1
-3.8368018,4.231536,1,1
-3.6752777,4.0927806,1,1
-2.6600475,3.3435178,1,1
-3.3958964,3.9503922,1,1
1.5643877,-1.4058079,0,0
1.8547615,-1.6251117,0,0
1.3744937,-1.019596,0,0
-3.2510056,3.4758666,1,1
-3.945955,4.3980737,1,1
-2.4137816,2.9579353,1,1
-2.962647,3.4897113,1,1
-3.1323214,3.7422056,1,1
-2.151514,2.699779,1,1
-2.5681872,3.1065083,1,1
-2.9441428,3.3251944,1,1
4.3367915,-4.542701,0,0
4.324576,-4.5767198,0,0
1.7422198,-1.2295078,0,0
4.2366285,-4.4436436,0,0
2.2074292,-2.2124476,0,0
2.6536374,-2.3958244,0,0
3.0758352,-2.9409642,0,0
-2.4445124,3.0082648,1,1
1.5282611,-2.05407,0,1
-0.53891665,0.2801654,1,1
1.7005922,-1.2033949,0,0
-3.8955066,4.4317446,1,1
-3.1671753,3.622073,1,1
-3.8435557,4.2416277,1,1
-2.6829808,3.2064245,1,1
-2.2034233,2.5503964,1,1
-1.6285272,1.8168179,1,1
0.60721016,-0.45923582,0,0
3.967928,-4.161549,0,0
-1.020609,1.1450958,1,1
-0.58574516,0.6265412,1,1
2.5335608,-2.6935043,0,1
2.047353,-1.8687719,0,1
-3.8062587,3.935989,1,1
3.714244,-3.826816,0,0
-2.9686952,3.5018024,1,1
-1.9017272,2.4069479,1,1
0.67909074,-0.34333155,0,1
-2.7351146,3.1999042,1,1
-0.9853764,1.1919836,1,1
-0.78237945,1.4495525,1,1
-1.4415445,2.317524,1,1
-1.133398,1.946173,1,1
-1.4508121,2.2554815,1,1
-1.8318808,2.3017998,1,1
-0.8177408,0.90335613,1,1
-1.3925823,2.0855489,1,1
-2.7728374,3.3472583,1,1
-2.6371613,3.3171575,1,1
-0.7389331,1.1249795,1,1
-0.43978846,0.71764886,1,1
0.41163337,0.13602555,0,1
-3.4594462,4.0764165,1,1
-1.2273597,1.9634377,1,1
-3.424603,3.970844,1,1
-1.9580132,2.5049715,1,1
-0.9853764,1.1919836,1,1
-0.13404706,0.6626282,1,1
-0.35709703,1.1278538,1,1
-3.1785293,3.7002974,1,1
-3.0144227,3.4207516,1,1
-3.0621176,3.4475465,1,1
-2.8447793,3.323791,1,1
-3.105278,3.6836863,1,1
-3.329565,3.7161772,1,1
-3.5133185,4.1099997,1,1
-2.7643008,3.2542596,1,1
-2.3313105,2.6804163,1,1
3.3787549,-3.4262514,0,0
2.829207,-3.0661273,0,0
3.8236098,-4.3660507,0,0
3.9398017,-4.5388007,0,0
4.3102155,-4.6651473,0,0
3.7363904,-4.127032,0,0
3.4613366,-3.9176586,0,0
3.5049312,-3.9601135,0,0
4.0165496,-4.3941636,0,0
3.8625414,-4.196984,0,0
3.5495028,-4.0289884,0,0
3.5396967,-3.8835223,0,0
3.5962062,-3.8852448,0,0
3.1671832,-3.6967354,0,0
3.2110891,-3.6022704,0,0
1.2868568,-1.3705717,0,0
3.9783874,-4.4747176,0,0
4.011044,-4.473271,0,0
4.017569,-4.4849663,0,0
3.8251033,-4.4091473,0,0
3.675883,-4.2945085,0,0
3.26936,-3.8181965,0,0
3.4157844,-3.769063,0,0
2.8242745,-3.0778766,0,0
-2.9108891,3.209814,1,1
-3.4250383,3.811441,1,1
-3.0152624,3.3548045,1,1
-3.5680718,4.081734,1,1
-1.4828291,1.9992112,1,1
-1.9640628,2.5994215,1,1
-1.303727,1.8442975,1,1
-3.6351504,4.1253386,1,1
3.9000196,-4.330378,0,0
3.8544846,-4.2532234,0,0
3.5140893,-3.6362221,0,0
4.0058856,-4.1854444,0,0
3.9104886,-4.022573,0,0
1.6625212,-1.9003487,0,1
2.8832083,-3.2736921,0,0
3.4442034,-3.6156507,0,0
3.718507,-4.031414,0,0
-0.9712025,1.2343014,1,0
3.284832,-3.3260436,0,0
-0.15700872,0.13100225,1,1
3.2404838,-2.9899576,0,1
-0.41249788,0.83019036,1,0
-3.5933385,3.9825387,1,0
2.8975072,-2.7451692,0,0
2.696573,-2.5389748,0,1
3.962953,-4.0302973,0,1
1.1147112,-0.7624837,0,0
2.5293834,-2.8064625,0,0
2.1351602,-2.0104785,0,0
4.245111,-4.6441097,0,0
4.2089252,-4.4338174,0,0
4.175958,-4.49788,0,0
-3.242638,3.5592494,1,0
1.9445071,-1.9388326,0,0
4.1462417,-4.4614253,0,0
4.023711,-4.3108745,0,0
-3.811651,4.1539917,1,1
-2.1153884,2.3726501,1,1
-4.0469894,4.437101,1,1
4.401133,-4.6758103,0,0
3.902726,-4.056009,0,0
4.2629914,-4.498014,0,0
3.8942904,-4.0332074,0,0
4.230744,-4.4816146,0,0
-3.594024,3.875443,1,1
-3.9492934,4.2564936,1,1
-3.9613223,4.367259,1,1
-3.9971275,4.410254,1,1
4.1309047,-4.099519,0,0
0.7614352,-0.27110973,0,0
-0.8416906,1.2124304,1,0
1.6555566,-1.7082161,0,0
-3.5293114,3.875807,1,0
-3.2402608,3.8078265,1,0
-1.7295946,2.3602488,1,0
0.71041125,-0.49202475,0,0
3.7588644,-3.9828887,0,0
-1.5563637,2.0500855,1,1
0.40183342,-0.5787085,0,1
0.093127325,-0.32473314,0,1
4.151304,-4.532183,0,0
3.7882667,-4.183248,0,0
4.107755,-4.47749,0,0
-2.427063,2.60806,1,1
-2.2842286,2.428659,1,1
2.637889,-3.0823274,0,0
-3.6339054,3.6906497,1,1
-0.6905212,0.45942912,1,1
0.6990016,-0.99412537,0,1
4.091041,-4.472803,0,0
3.534987,-4.006192,0,0
3.2195344,-3.6875916,0,0
1.8789747,-1.5566149,0,0
3.3952546,-3.540253,0,0
0.16781513,0.11703759,0,0
4.246391,-4.5157056,0,0
4.0254827,-4.2414308,0,0
-1.7208236,1.6839558,1,0
-3.664079,4.017248,1,0
2.7027907,-3.1004872,0,0
3.8448334,-4.079286,0,0
2.6745343,-2.6325111,0,0
4.361728,-4.716031,0,0
4.0813456,-4.5324054,0,0
4.1257067,-4.342892,0,0
-4.0167785,4.319776,1,1
-3.2581048,3.7515311,1,1
-3.0208075,3.2572412,1,1
-3.7736497,4.1868596,1,1
0.028844072,0.26851246,1,1
-0.69065684,0.8972327,1,1
-2.3758087,2.894177,1,1
-2.5351462,2.9802983,1,1
-0.6420768,1.3513538,1,0
1.8051952,-1.3071703,0,0
0.93425834,-0.3624261,0,0
0.36817282,0.3530401,0,0
0.6572167,-0.0463626,0,0
-1.1006368,1.9459294,1,0
-1.7496556,2.4469151,1,0
4.302215,-4.5434985,0,0
4.0631003,-4.220082,0,0
-2.2833264,2.7619786,1,1
-0.5903885,0.9655972,1,1
-3.389967,3.9576364,1,1
-3.0439296,3.4124,1,1
4.1063247,-4.3107805,0,0
4.0039954,-4.0152884,0,0
-3.49507,4.101189,1,1
-2.5376291,3.0909288,1,1
-2.7844174,3.4284492,1,1
-2.3129742,2.9735606,1,1
-1.7092751,2.2919374,1,1
-3.2670763,3.587364,1,1
3.7687254,-3.6560552,0,0
3.2697234,-3.1894739,0,0
3.4606247,-3.356199,0,0
-3.5083227,3.8833303,1,1
-2.0811114,2.7445016,1,1
-3.905738,4.189024,1,1
-4.0105605,4.341185,1,1
-0.30103537,1.0327462,1,1
-2.87313,3.0818129,1,1
-3.9291055,4.2281823,1,1
0.29560345,0.0049026012,0,1
0.7038346,-0.4023842,0,0
4.078772,-4.099741,0,0
3.3419905,-3.345269,0,0
2.1836443,-2.1072664,0,0
0.925453,-0.7748978,0,0
-0.5716029,1.0019959,1,1
-1.7955023,2.4360087,1,1
2.8914165,-2.9706035,0,1
3.1678667,-3.4122677,0,0
3.808281,-4.122953,0,0
1.0598859,-0.7741196,0,0
4.1538167,-4.5232673,0,0
4.0292473,-4.271389,0,0
3.6906276,-3.7719102,0,0
3.7003956,-3.9814906,0,0
2.9060302,-2.973088,0,1
3.1183512,-3.3034704,0,1
0.52282506,-0.3273176,0,1
3.7633924,-4.205347,0,0
-2.38803,2.7928698,1,1
2.0928278,-1.649463,0,0
-0.20283052,0.79454947,1,1
-3.4738362,3.8356342,1,1
-2.6593037,3.1598563,1,1
-2.999329,3.3774495,1,1
-3.821536,4.2648587,1,1
-2.929537,3.4409478,1,1
-3.4406812,3.9873455,1,1
3.898873,-4.226639,0,0
3.4650145,-3.7227368,0,0
3.2917697,-3.4855788,0,0
4.1126494,-4.4051986,0,0
-3.0458508,3.470369,1,1
-3.1537368,3.7925644,1,1
-3.3697028,3.8961644,1,1
-2.8084378,3.0783384,1,1
-2.962832,3.3988123,1,1
-3.2825994,3.7434697,1,1
-3.2438674,3.6725602,1,1
-3.4092023,3.84488,1,1
2.9522157,-3.0013504,0,0
4.419946,-4.7844024,0,0
0.5040615,0.008704253,0,0
1.1285437,-0.76995844,0,0
3.9929347,-4.5283303,0,0
4.419946,-4.7844024,0,0
3.9971924,-4.33435,0,0
3.9842534,-4.4788384,0,0
-4.0047994,4.242144,1,1
-3.7622056,4.087979,1,1
2.1415515,-1.7609761,0,0
4.2399516,-4.4802604,0,0
3.8252954,-4.0577054,0,0
-0.56411713,1.0440181,1,1
-0.6815738,1.3181205,1,1
-2.8472993,3.443388,1,1
-2.1675725,2.5960786,1,1
-1.0740176,1.3584737,1,1
0.26013696,-0.010666385,0,0
2.2645774,-2.2679634,0,0
-0.96179503,1.459596,1,0
0.116211325,0.24777621,1,0
0.5769798,-0.07139721,0,0
3.8911479,-4.256717,0,0
4.381335,-4.6843953,0,0
4.2842174,-4.615563,0,0
0.03023653,-0.35776097,0,1
-2.3299255,2.1705408,1,1
-2.5115504,2.4560719,1,1
-3.4480362,3.696344,1,1
-3.276576,3.657196,1,1
1.6785392,-2.1281621,0,1
-2.5045671,2.4064279,1,1
-2.3235903,2.1389675,1,1
-2.5519233,2.6358871,1,1
3.6051598,-3.8686445,0,0
1.8182024,-1.9178566,0,0
2.271865,-2.116468,0,0
3.7292361,-4.1553407,0,1
3.2590709,-3.6109092,0,1
-2.4525337,2.2712715,1,1
4.0254674,-4.284724,0,0
4.0863767,-4.343545,0,0
3.6037755,-3.8880892,0,0
4.220122,-4.661287,0,0
4.4257674,-4.754622,0,0
-3.5114367,3.566512,1,1
-3.7400656,4.0797076,1,1
-3.9745843,4.2511306,1,1
-3.3399804,3.54103,1,1
-3.8205512,3.8539834,1,1
-4.059797,4.177645,1,1
4.301521,-4.7472105,0,0
-1.127288,1.6495951,1,0
-2.8525143,3.4393215,1,0
2.311305,-2.095261,0,1
-3.3964472,3.520726,1,1
-4.0532746,4.2859263,1,1
-3.7957864,3.8904495,1,1
3.849645,-3.9316108,0,0
-1.7946597,1.8496454,1,0
2.915968,-3.044665,0,0
4.1603703,-4.394145,0,0
4.2266407,-4.4527903,0,0
4.2756343,-4.4331155,0,0
4.019976,-4.274899,0,0
-2.5616307,3.0257823,1,0
-1.2167921,1.5001342,1,0
1.3715607,-1.35503,0,0
-3.5615566,3.8345296,1,0
-0.5779781,0.53435564,1,0
-3.8630724,4.0846143,1,1
-3.966127,4.0980687,1,1
-4.0415907,4.1053505,1,1
-1.4457763,1.8474642,1,0
-1.2086717,1.4727978,1,0
-2.3968716,2.8177392,1,1
3.6400688,-3.5885344,0,1
0.3531652,-0.10073767,0,1
-3.6309786,3.8832278,1,0
-2.128539,2.2013462,1,0
3.9340944,-4.30827,0,0
-3.4091296,3.3619218,1,1
-1.2340413,1.6727904,1,1
-3.375974,3.6165679,1,1
4.0517626,-4.2863517,0,0
3.8595092,-3.9964933,0,0
-3.2129202,3.3482995,1,1
-3.207598,3.419118,1,1
4.0395284,-4.3955646,0,1
-3.755796,3.7101088,1,1
-3.9759254,4.086066,1,1
-2.4770107,2.6520638,1,1
3.6807878,-3.7806697,0,0
4.046063,-4.276155,0,0
-1.2014788,1.1069633,1,0
-0.96257085,1.608756,1,1
-1.7376465,2.6497266,1,1
-2.4592254,3.2180834,1,1
-0.096823834,0.6701162,1,1
-2.5851414,3.1572015,1,1
1.091222,-0.88964117,0,1
1.9738394,-1.7863293,0,1
1.2730223,-0.8838675,0,1
1.584757,-1.5929743,0,0
2.5628126,-2.5731263,0,0
0.95273817,-0.55693775,0,1
3.308196,-3.510169,0,1
-0.6502269,1.1320723,1,1
-0.25599533,0.9350301,1,1
-2.2536473,2.889905,1,1
2.3154168,-2.4907742,0,1
1.9171056,-1.6407181,0,0
2.280734,-1.9195293,0,0
-0.9651227,1.5169266,1,0
1.5739449,-1.1011329,0,0
0.9023712,-0.6136221,0,0
3.8584168,-4.0689373,0,0
4.0739446,-4.155476,0,0
-1.6234113,1.7253623,1,1
2.717064,-2.814318,0,1
-3.6271133,3.9250195,1,1
3.0495872,-3.1920643,0,1
-1.1817846,1.4742993,1,1
4.3017755,-4.60922,0,1
1.3013024,-1.3411139,0,1
3.6704254,-3.946241,0,1
4.0949306,-4.429213,0,1
-3.7877288,4.1425834,1,1
-4.1136155,4.459171,1,1
-3.8995821,4.2224455,1,1
0.12753731,0.21905372,1,0
1.4603984,-1.5487603,0,0
4.265015,-4.624843,0,1
2.5427947,-2.689736,0,0
4.0054746,-4.1394114,0,0
1.4325362,-1.2232319,0,0
4.1083465,-4.331568,0,0
3.880214,-3.8587112,0,0
-0.6576949,1.2033913,1,0
-3.9025164,4.2783527,1,1
-3.7096019,4.0572515,1,1
-4.076883,4.3038497,1,1
-3.1624267,3.6116357,1,1
-3.7856476,4.2155275,1,1
-3.902772,4.177608,1,1
-3.6524415,4.0739484,1,1
-3.90201,4.121616,1,1
-3.9901545,4.1333027,1,1
-3.8163457,4.1781154,1,1
-3.7365935,3.9721198,1,1
4.0406585,-4.248574,0,0
-0.8807351,1.2126529,1,0
-1.6645106,2.0995994,1,0
3.6619773,-3.8264303,0,0
2.636922,-2.891695,0,0
-3.8192277,4.0593247,1,1
-3.7483482,3.8487659,1,1
-2.3307807,2.485491,1,1
-3.492382,4.0601087,1,1
-3.8911796,3.8793564,1,0
-2.7416687,2.6276648,1,0
-3.7437053,3.6968575,1,0
-4.017066,4.1268616,1,0
-3.4735065,4.052359,1,1
-3.2917728,3.7649627,1,1
-3.4436884,4.03573,1,1
0.8096163,-0.2022426,0,0
-0.3510061,0.9450379,1,0
-3.3714375,3.80539,1,0
3.7464917,-4.021315,0,1
3.6327286,-4.0367036,0,1
3.2715745,-3.4349256,0,1
-2.8908997,3.1560616,1,0
-3.7937064,4.3746705,1,0
-0.16089582,0.6506239,1,0
-1.1776301,1.8836299,1,0
-1.1473216,1.7133055,1,1
0.63310355,-0.40744096,0,1
-0.28992015,0.617179,1,0
1.6808023,-1.630281,0,1
2.2407084,-2.6261716,0,1
1.8244165,-2.0809176,0,1
0.7871458,-0.6275383,0,0
0.8059424,-0.5916212,0,0
-3.5578265,4.025059,1,1
-2.9869246,3.3673112,1,1
-2.3543193,2.962745,1,1
-3.7084699,3.9750366,1,1
-4.0039735,4.3543315,1,1
-3.7689936,4.2464633,1,1
-3.9334712,4.3123684,1,1
-3.18483,3.594648,1,1
-3.1361694,3.708405,1,1
-3.4977298,3.781189,1,1
-2.530806,3.1514459,1,1
-2.8447063,3.331191,1,1
-2.8403888,3.1495843,1,1
4.3062215,-4.712199,0,0
4.248336,-4.735497,0,0
4.1158576,-4.4388165,0,0
4.096361,-4.5922246,0,0
4.1275306,-4.592998,0,0
4.358872,-4.677563,0,0
4.306024,-4.6055465,0,0
4.149202,-4.418208,0,0
4.206826,-4.5450583,0,0
-3.085648,3.7024214,1,1
-2.2215896,2.9015584,1,1
4.1355386,-4.435975,0,0
3.4036558,-3.7970188,0,0
-3.1876636,3.7466824,1,1
-3.1672728,3.654669,1,1
-3.5392492,4.065561,1,1
2.6383886,-2.378088,0,0
2.8352613,-2.5414307,0,0
2.6662657,-2.9513474,0,0
-3.4851189,3.785306,1,1
-3.9548502,4.334661,1,1
-3.0758944,3.3894308,1,1
-3.3464546,3.782301,1,1
-3.5724947,3.9399977,1,1
2.639783,-2.4538107,0,0
2.952559,-2.7898088,0,0
3.1573915,-3.083702,0,0
1.4290303,-0.80408376,0,0
4.4344735,-4.6298633,0,0
4.2052255,-4.6030517,0,1
4.2394886,-4.5063095,0,1
4.185144,-4.426101,0,1
4.207188,-4.450708,0,1
4.0916905,-4.14201,0,1
-2.2740846,2.791899,1,0
0.50768167,-0.34372786,0,0
-0.7449375,1.2967253,1,0
-3.4458213,3.9212275,1,1
-1.5064276,2.0435262,1,1
0.55667496,-0.37119922,0,1
-3.3979802,3.7544155,1,1
4.0328546,-4.2744493,0,1
2.091533,-1.7790898,0,1
-3.847024,4.1781583,1,1
-3.4322422,3.7342534,1,1
3.6646953,-3.8017898,0,0
-3.4416952,3.7440698,1,0
-3.192021,3.7874403,1,0
-3.7457561,4.3001595,1,0
-3.667605,4.3112187,1,0
3.66196,-3.861381,0,1
4.0115266,-4.1840606,0,1
4.007326,-4.200668,0,1
-0.71001667,0.7594783,1,0
-2.490405,3.087217,1,0
3.769586,-4.0275407,0,1
-2.2505078,2.947211,1,1
4.2047486,-4.7831097,0,1
2.659297,-3.0599298,0,1
0.8013838,-0.6011736,0,0
2.8044071,-2.5676584,0,1
0.23459177,0.31222036,1,0
1.1478012,-0.59963727,0,0
0.16930343,0.56035036,1,0
2.0266504,-1.9555694,0,0
1.8473598,-1.5725503,0,0
3.1370018,-3.136541,0,0
4.073442,-4.329966,0,0
1.496788,-1.1994919,0,1
2.4925947,-2.404996,0,1
2.5952404,-2.2943723,0,1
0.18368585,0.28998053,1,0
0.6613216,-0.74634,0,1
0.19738597,0.18008414,0,1
2.7523952,-2.8750253,0,1
2.0691962,-1.9783463,0,1
0.84353656,-0.46198294,0,1
-0.6036468,0.81116194,1,0
-0.9772114,1.3294433,1,0
-1.3887788,2.0304136,1,0
-2.1416433,2.57727,1,0
-2.6459956,3.0148535,1,0
4.1222596,-4.4095917,0,0
2.0762587,-2.18426,0,0
-0.5736597,0.9449449,1,0
4.1077027,-4.359993,0,0
0.95899683,-1.0448946,0,1
3.276024,-3.3183005,0,1
-3.171621,3.7015796,1,1
-1.160343,1.5351456,1,1
-0.22650723,0.694002,1,1
2.511662,-2.5877366,0,1
-2.068379,2.5147543,1,1
2.929776,-3.1837788,0,1
-1.063054,1.2803556,1,1
-2.0374238,2.517274,1,1
0.35772395,0.046618745,0,0
4.3222203,-4.6066923,0,0
2.651948,-2.4380517,0,0
1.526925,-1.1346918,0,0
4.302765,-4.5432744,0,0
0.5484733,-0.12560488,0,1
3.844881,-3.883858,0,1
1.0956384,-0.60185045,0,1
1.0145875,-0.7190568,0,0
-0.26998985,0.29593793,1,0
1.7965394,-2.2442598,0,0
-1.4207653,1.2517934,1,0
-2.531405,2.6958575,1,0
2.62919,-2.9988303,0,0
4.0200596,-4.444655,0,0
-3.233654,3.6505218,1,1
-3.8035445,4.143719,1,1
4.04315,-4.357037,0,1
-3.051926,3.0109234,1,1
4.3907375,-4.641149,0,0
4.3956866,-4.7004447,0,0
4.261285,-4.5593295,0,0
4.0577507,-4.377661,0,0
4.1182246,-4.3359075,0,0
4.3812585,-4.706968,0,0
4.2259126,-4.4886756,0,0
4.1711335,-4.452643,0,0
4.163175,-4.4681797,0,0
-3.8885763,4.0534997,1,0
0.12215698,-0.15133405,0,0
-2.6692924,2.884224,1,1
-3.8822765,4.1905293,1,1
0.14366297,-0.6199956,0,1
-3.2982287,3.5766745,1,1
3.3901958,-3.8600945,0,1
-3.6438184,3.9661782,1,1
4.2208514,-4.470575,0,0
-3.4922214,4.123507,1,1
-2.9027605,3.3874025,1,1
-3.6110282,4.1672673,1,1
3.9399529,-3.9157403,0,0
2.3227386,-1.946242,0,0
0.48853993,-0.2036407,0,0
3.1144395,-3.0266848,0,0
3.2591753,-3.2216387,0,0
3.6811771,-3.914691,0,1
-2.546352,2.8817883,1,1
-1.6330811,2.3019872,1,1
-1.2457532,1.7054302,1,1
-3.7598286,4.172953,1,1
0.067217745,-0.12394417,0,1
-3.5242827,3.8393316,1,1
-2.814721,3.4707973,1,1
-3.020012,3.5701811,1,0
-3.2233822,3.5462518,1,1
-2.7500358,3.3216443,1,1
4.35004,-4.70812,0,0
3.8333905,-4.008044,0,0
4.027639,-4.208778,0,0
-3.2376065,3.6460843,1,1
3.7866378,-3.9973955,0,1
-2.7851586,3.368946,1,1
-3.096889,3.4558969,1,1
-3.1695168,3.602745,1,1
-0.7615829,0.65771943,1,1
-3.4073896,3.925623,1,1
-0.24122211,0.656411,1,0
0.7903642,-0.18110947,0,0
2.3468597,-1.9150623,0,0
-3.3985248,3.6843548,1,1
-3.1049874,3.4799476,1,1
-1.9028217,2.4459038,1,0
3.3605857,-3.2405248,0,0
3.6640472,-3.9208963,0,0
-2.7076406,2.9321835,1,0
-2.877355,3.3967676,1,1
-0.68578607,0.9607162,1,1
0.47443518,-0.4923638,0,0
4.3308353,-4.636683,0,0
0.39181304,-0.37262377,0,1
4.419953,-4.628011,0,1
3.4039512,-3.442977,0,0
4.305427,-4.63077,0,0
4.4739375,-4.6601434,0,0
-0.9883644,1.1081728,1,1
3.8832788,-3.8322148,0,1
4.266482,-4.5102777,0,1
3.0495024,-3.0521898,0,1
-3.2208185,3.8593123,1,1
-0.62808806,1.3240529,1,0
-1.0553323,1.7483277,1,0
-1.5747309,2.1043384,1,0
2.8843079,-3.1820889,0,0
1.553099,-1.2460608,0,0
2.048045,-1.9268391,0,0
4.31521,-4.686869,0,0
-1.3704206,1.6171132,1,0
-2.2913291,2.5295954,1,1
-2.9036303,3.2241073,1,1
-1.2752043,1.7208344,1,1
